Discard?,DOI,Pub Year,Study_number,RN,Author,Study_midyear,Ecosystem_type,Manipulation,Manipulation_V2,Manipulation_level,Latitude,Longitude,Elevation,Soil_type,Meas_method,Soil_drainage,CH4_annual,CH4_growingseason,CH4_monthly,CH4-C_converted,Season_converted,N,CH4_flux_unit,CH4_flux_unit_V2,SD_CH4_annual,SD_CH4_growingseason,SD_CH4_monthly,SM_value,SM_sd,SM_depth,SM_unit,same timescale as flux? (T/F),"if False, timescale",Timeseries Data?,Notes
,10.1029/1999JD900015,1999,23004,5,Burke,1993.5,Agriculture,None,None,,33.9,-83.24,,,Gas chromatography,Dry,-0.29,,,,,,mg CH4 m-2 d-1,mg/m2/d,,,,0.451,,,%WFPS,TRUE,,Figure/Table,
,10.1029/1999JD900015,1999,23004,6,Burke,1993.5,Agriculture,None,None,,33.9,-83.24,,,Gas chromatography,Dry,-1.46,,,,,,mg CH4 m-2 d-1,mg/m2/d,,,,0.267,,,%WFPS,TRUE,,Figure/Table,
,10.2136/sssaj2019.04.0113,2019,23003,1,Balaine,2015.5,Agriculture,Flooding,Precipitation,Constant Flooding,39.462,-121.729,,Esquon Neerdobe,Gas chromatography,Dry,,338,,451.4459812,902.8919624,3,kg CH4–C ha-1 season-1,kg/ha/yr,,26.67358244,,0.47,,15,%VWC,TRUE,,Dataset Link,May-Oct season
,10.2136/sssaj2019.04.0113,2019,23003,2,Balaine,2015.5,Agriculture,Flooding,Precipitation,VWC at 35%,39.462,-121.729,,Esquon Neerdobe,Gas chromatography,Dry,,92,,122.8787878,245.7575756,3,kg CH4–C ha-1 season-1,kg/ha/yr,,23.72909606,,0.315,,15,%VWC,TRUE,,Dataset Link,May-Oct season
,10.2136/sssaj2019.04.0113,2019,23003,3,Balaine,2015.5,Agriculture,Flooding,Precipitation,VWC at 25%,39.462,-121.729,,Esquon Neerdobe,Gas chromatography,Dry,,111,,148.2559287,296.5118575,3,kg CH4–C ha-1 season-1,kg/ha/yr,,28.05922308,,0.255,,15,%VWC,TRUE,,Dataset Link,May-Oct season
,10.2136/sssaj2019.04.0113,2019,23003,4,Balaine,2016.5,Agriculture,Flooding,Precipitation,Constant Flooding,39.462,-121.729,,Esquon Neerdobe,Gas chromatography,Dry,,216,,288.4980235,576.996047,3,kg CH4–C ha-1 season-1,kg/ha/yr,,88.33459119,,0.5,,15,%VWC,TRUE,,Dataset Link,May-Oct season
,10.2136/sssaj2019.04.0113,2019,23003,5,Balaine,2016.5,Agriculture,Flooding,Precipitation,VWC at 35%,39.462,-121.729,,Esquon Neerdobe,Gas chromatography,Dry,,128,,170.9617917,341.9235834,3,kg CH4–C ha-1 season-1,kg/ha/yr,,13.85640646,,0.425,,15,%VWC,TRUE,,Dataset Link,May-Oct season
,10.2136/sssaj2019.04.0113,2019,23003,6,Balaine,2016.5,Agriculture,Flooding,Precipitation,VWC at 25%,39.462,-121.729,,Esquon Neerdobe,Gas chromatography,Dry,,96,,128.2213438,256.4426875,3,kg CH4–C ha-1 season-1,kg/ha/yr,,39.83716857,,0.32,,15,%VWC,TRUE,,Dataset Link,May-Oct season
,10.2136/sssaj2019.04.0113,2019,23003,7,Balaine,2016.5,Agriculture,Flooding,Precipitation,VWC at 15cm below ,39.462,-121.729,,Esquon Neerdobe,Gas chromatography,Dry,,87,,116.2005928,232.4011856,3,kg CH4–C ha-1 season-1,kg/ha/yr,,10.39230485,,0.28,,15,%VWC,TRUE,,Dataset Link,May-Oct season
,10.1029/2018JG004832,2019,23002,1,Aronson,2017,Forest,None,None,,10.431,-84.016,115,,Gas chromatography,Dry,-0.022,,,-0.02938405795,,4,g CH4‐C m−2 hr−1,mg/m2/h,0.00128,,,,,,,TRUE,,Dataset Link,
,10.1029/2012JG001962,2012,23001,1,Aronson,2009.5,Forest,N addition,Fertilization,5 kg N ha-1 yr-1,39.92,-74.58,30,Lamellic Quartzipsamments,Gas chromatography,Dry,,-62.2,,,,80,ug m2/h,μg/m2/h,,178.8854382,,0.13,0.04,10,ml H2O/ml soil,TRUE,,Figure/Table,June to October season
,10.1029/2012JG001962,2012,23001,2,Aronson,2009.5,Forest,N addition,Fertilization,67 kg N ha-1 yr-1,39.92,-74.58,30,Lamellic Quartzipsamments,Gas chromatography,Dry,,-45.45,,,,80,ug m2/h,μg/m2/h,,178.8854382,,0.13,0.04,10,ml H2O/ml soil,TRUE,,Figure/Table,June to October season
,10.1029/2012JG001962,2012,23001,3,Aronson,2009.5,Forest,None,None,,39.92,-74.58,30,Lamellic Quartzipsamments,Gas chromatography,Dry,,-39.67,,,,80,ug m2/h,μg/m2/h,,178.8854382,,0.13,0.04,10,ml H2O/ml soil,TRUE,,Figure/Table,June to October season
,10.1029/2012JG001962,2012,23001,4,Aronson,2009.5,Forest,N addition,Fertilization,5 kg N ha-1 yr-1,39.92,-74.58,23,Lamellic Quartzipsamments,Gas chromatography,Medium,,83.48,,,,80,ug m2/h,μg/m2/h,,178.8854382,,0.4,0.15,10,ml H2O/ml soil,TRUE,,Figure/Table,June to October season
,10.1029/2012JG001962,2012,23001,5,Aronson,2009.5,Forest,N addition,Fertilization,67 kg N ha-1 yr-1,39.92,-74.58,23,Lamellic Quartzipsamments,Gas chromatography,Medium,,18.2,,,,80,ug m2/h,μg/m2/h,,178.8854382,,0.4,0.15,10,ml H2O/ml soil,TRUE,,Figure/Table,June to October season
,10.1029/2012JG001962,2012,23001,6,Aronson,2009.5,Forest,None,None,,39.92,-74.58,23,Lamellic Quartzipsamments,Gas chromatography,Medium,,-2.6,,,,80,ug m2/h,μg/m2/h,,178.8854382,,0.4,0.15,10,ml H2O/ml soil,TRUE,,Figure/Table,June to October season
